"Height","Crown_Diameter","DBH","Visibility","alpha"
3.19207769258319,1.96707089911323,3.769933080045,"Visible",3.64207210019231
2.85374737868029,1.82794570346092,3.0515903337375,"Invisible",3.64207210019231
2.8876267480351,1.84212465825691,3.12030496908838,"Invisible",3.64207210019231
3.00331768770696,1.89011606179048,3.36036252604613,"Visible",3.64207210019231
3.27966700348029,2.00224377600662,3.96748537098112,"Invisible",3.64207210019231
2.91563461696478,1.85380298977783,3.17765362372864,"Invisible",3.64207210019231
3.14508655945991,1.94806363238465,3.66590404360332,"Invisible",3.64207210019231
3.54349533288778,2.10628200306531,4.59108729355596,"Invisible",3.64207210019231
5.75190663976343,2.89237039723052,11.4514077072189,"Visible",3.64207210019231
5.39260918384073,2.77276879405737,10.1392162116025,"Visible",3.64207210019231
3.116921993172,1.9366244570648,3.60420943198519,"Invisible",3.64207210019231
3.45490898729586,2.0716569397129,4.37693188844248,"Visible",3.64207210019231
3.21380494599327,1.97582657679179,3.81849519048613,"Visible",3.64207210019231
3.79456669980558,2.20283106119266,5.22408825436482,"Visible",3.64207210019231
4.02168621822389,2.28828407364746,5.8296764498408,"Visible",3.64207210019231
2.94478725508807,1.86591758260671,3.23786740125073,"Visible",3.64207210019231
5.15918068769652,2.69358911006646,9.32703513891506,"Visible",3.64207210019231
4.62701100088597,2.50828355302246,7.59513813181656,"Visible",3.64207210019231
4.74600383384078,2.55033044022871,7.96787257075431,"Visible",3.64207210019231
4.16915968132855,2.34287864457868,6.23956824631787,"Visible",3.64207210019231
3.80219948924604,2.205731068209,5.24393287810534,"Visible",3.64207210019231
3.1691024294984,1.95778988115873,3.71889947875097,"Invisible",3.64207210019231
3.55826001788556,2.11202375425903,4.6272477158982,"Visible",3.64207210019231
3.23323978450611,1.98364115045896,3.86218100848988,"Invisible",3.64207210019231
2.9451146132432,1.86605338294116,3.23854656396496,"Invisible",3.64207210019231
3.79066020692514,2.20134604655371,5.21394537677661,"Visible",3.64207210019231
3.07433554438455,1.91925973129586,3.51185892907099,"Invisible",3.64207210019231
3.25856682604417,1.99380062992067,3.91946175483124,"Invisible",3.64207210019231
3.16450210305748,1.95592875921541,3.70872033356893,"Invisible",3.64207210019231
3.03068355926455,1.90137410734714,3.41836797124413,"Invisible",3.64207210019231
3.41267321999969,2.05504081324193,4.27652208353055,"Visible",3.64207210019231
3.42306526430823,2.05913574005072,4.30112615934749,"Visible",3.64207210019231
2.90175494695504,1.84802050299224,3.14917238295068,"Invisible",3.64207210019231
3.00597862552273,1.89121229509349,3.36598224100327,"Invisible",3.64207210019231
3.01375916050239,1.89441574133557,3.38243950412542,"Visible",3.64207210019231
3.63101312851225,2.14019709469316,4.80737406943085,"Visible",3.64207210019231
3.7053823342329,2.16879552106088,4.99483924753705,"Invisible",3.64207210019231
3.17909341076506,1.96182865294244,3.74105168699866,"Invisible",3.64207210019231
2.94589755142675,1.86637815367278,3.24017118000908,"Invisible",3.64207210019231
3.75268903203055,2.18688403235792,5.1158393178165,"Visible",3.64207210019231
3.36745871848888,2.03717391467158,4.17024544885212,"Visible",3.64207210019231
3.08977161483007,1.92556336443922,3.54520251290836,"Invisible",3.64207210019231
3.23682803547586,1.98508217807855,3.87027225248787,"Visible",3.64207210019231
4.0216343947305,2.28826476833283,5.82953471239471,"Visible",3.64207210019231
3.11626845825374,1.93635859799835,3.60278370412951,"Invisible",3.64207210019231
3.13351879862669,1.94336962834085,3.64050525611219,"Invisible",3.64207210019231
3.09942253633829,1.92949898991064,3.56612477185942,"Visible",3.64207210019231
2.84278463180014,1.82334522431344,3.02950958773338,"Invisible",3.64207210019231
3.29147445296329,2.00696029064449,3.9944788234141,"Visible",3.64207210019231
2.93381002762309,1.86136079747975,3.21513195860011,"Invisible",3.64207210019231
3.24749304047885,1.98936195024352,3.89436803425603,"Invisible",3.64207210019231
2.87323717699665,1.83610949254301,3.09103197549738,"Invisible",3.64207210019231
2.9116359721512,1.85213806863632,3.16943600040017,"Invisible",3.64207210019231
2.83895639461259,1.82173727527524,3.02181665504176,"Invisible",3.64207210019231
2.92728495620772,1.85864936860595,3.20165326862006,"Invisible",3.64207210019231
2.95733695713954,1.87111994234867,3.26395189546133,"Invisible",3.64207210019231
3.49287015647488,2.08653162211089,4.46811338217492,"Invisible",3.64207210019231
2.8991305833373,1.84692607958891,3.14380070902349,"Invisible",3.64207210019231
4.37577224685567,2.4182583870044,6.83579203382742,"Visible",3.64207210019231
3.57788462904286,2.11964273632662,4.67551699139066,"Invisible",3.64207210019231
4.30897586133799,2.39402582264532,6.64024104669689,"Visible",3.64207210019231
2.93786900665599,1.86304641554266,3.22352992384515,"Invisible",3.64207210019231
2.84466880524873,1.82413634659842,3.03329925421376,"Invisible",3.64207210019231
3.01981962478995,1.89690901216375,3.39528463559148,"Invisible",3.64207210019231
2.87807629075739,1.8381335097709,3.10086180893351,"Invisible",3.64207210019231
3.29057765912198,2.00660226938461,3.99242561085447,"Invisible",3.64207210019231
3.02568800487772,1.89932161372849,3.4077444499045,"Invisible",3.64207210019231
3.0211750012916,1.89746637663172,3.39816048198483,"Invisible",3.64207210019231
3.12374947990743,1.93940073992886,3.61911987838745,"Invisible",3.64207210019231
2.97459176640276,1.87826033191056,3.29997648718735,"Invisible",3.64207210019231
4.42297562232952,2.43530597078702,6.97559062837867,"Visible",3.64207210019231
3.08531310395359,1.92374375997225,3.53555643739632,"Invisible",3.64207210019231
3.71216567899303,2.17139412311461,5.01210592852398,"Invisible",3.64207210019231
3.46601893497249,2.0760160703914,4.40352615606056,"Visible",3.64207210019231
4.0669618597191,2.30511752460754,5.95412406343876,"Invisible",3.64207210019231
4.19406853640097,2.35203358466718,6.31009154424961,"Visible",3.64207210019231
3.85986385472709,2.22757554820945,5.39499754185875,"Visible",3.64207210019231
4.02480318893825,2.28944505129627,5.83820435450493,"Visible",3.64207210019231
