"Height","Crown_Diameter","DBH","Visibility","alpha"
2.84260997818323,1.53956125917251,3.02915841704756,"Invisible",3.78133075777441
2.87911060007433,1.55435488347427,3.10296473436911,"Invisible",3.78133075777441
4.79007793197516,2.27645862139638,8.10805895353417,"Visible",3.78133075777441
3.17252894600081,1.67163273222387,3.72648985438403,"Invisible",3.78133075777441
3.51016021026067,1.80327223251134,4.50993628856813,"Invisible",3.78133075777441
3.62124369082796,1.84587830117987,4.78299846870345,"Visible",3.78133075777441
3.10324077922095,2.3109194935975,3.57441832396354,"Invisible",3.78133075777441
2.89383343847803,1.56030870212362,3.13297138872306,"Invisible",3.78133075777441
3.77251788264901,2.57979618851775,5.16696181848577,"Visible",3.78133075777441
2.91008020668696,1.56686998986687,3.16624144620274,"Invisible",3.78133075777441
3.5746255243686,2.50263306983586,4.66748449946339,"Visible",3.78133075777441
3.2072697429039,1.68533434249764,3.80385778279264,"Invisible",3.78133075777441
3.02324957702095,2.27715702433739,3.40256454609202,"Invisible",3.78133075777441
2.93651714138055,2.24010561049776,3.22073179181972,"Invisible",3.78133075777441
3.17949350170786,2.34275217271058,3.74194006440249,"Visible",3.78133075777441
2.84012728248146,1.53855330554179,3.02416860586829,"Invisible",3.78133075777441
3.03894912792961,2.28381391261029,3.43597961512676,"Invisible",3.78133075777441
3.61630473068703,1.84399098398703,4.77069749718095,"Visible",3.78133075777441
3.13487669131466,1.65674034455451,3.64348241748391,"Visible",3.78133075777441
4.17865999356445,2.05498374859872,6.26642209635262,"Visible",3.78133075777441
3.09874502188452,2.30903208552451,3.5646540980884,"Invisible",3.78133075777441
2.93643263453863,1.57749299853464,3.22055691490573,"Invisible",3.78133075777441
4.56485981116049,2.87241850247185,7.40379490724371,"Visible",3.78133075777441
2.92414448897753,2.23478140367742,3.19517556539607,"Invisible",3.78133075777441
3.01317892554314,2.27287894485957,3.38121089866735,"Invisible",3.78133075777441
3.17440467870533,2.34063822734974,3.73064803419783,"Visible",3.78133075777441
2.8985289910056,1.56220595556373,3.14256994812104,"Visible",3.78133075777441
2.90361298255265,2.22592453094639,3.15297810566853,"Invisible",3.78133075777441
3.25642330998399,1.70465698046867,3.91459853413036,"Invisible",3.78133075777441
3.26293352064502,2.37720587006107,3.92937771350924,"Invisible",3.78133075777441
4.36217061143886,2.79982699990069,6.79575606503075,"Visible",3.78133075777441
2.87009494343952,1.55070524753499,3.08465692013288,"Invisible",3.78133075777441
3.52260596007566,2.48204213090635,4.54015464233231,"Invisible",3.78133075777441
3.29349274185683,1.71918094812495,3.99910151750215,"Visible",3.78133075777441
3.14609245199106,1.66118111397403,3.66811655637819,"Invisible",3.78133075777441
2.87738692870722,2.21457129343494,3.09946059164852,"Invisible",3.78133075777441
3.31706325879748,1.72839468007615,4.05327347500256,"Invisible",3.78133075777441
2.89887740542704,1.56234670286371,3.14328272024127,"Invisible",3.78133075777441
3.13688031204697,2.32500434730675,3.64787741787043,"Invisible",3.78133075777441
3.16774645126928,2.3378701017381,3.71589774196283,"Invisible",3.78133075777441
3.05866994340345,1.62646068813155,3.47817098912885,"Invisible",3.78133075777441
3.01936758435361,2.2755086658418,3.39432574783236,"Invisible",3.78133075777441
2.99547152755704,2.26534156333371,3.34381767954675,"Invisible",3.78133075777441
2.89850740209442,2.22371784864373,3.14252578490008,"Invisible",3.78133075777441
3.56385700442822,1.82390915922599,4.64099023135432,"Invisible",3.78133075777441
3.00380281167566,1.60454298944802,3.36138674504016,"Invisible",3.78133075777441
3.27668371582438,1.71260019859259,3.96067878020153,"Visible",3.78133075777441
3.22614636231385,1.69276359649847,3.84620927920014,"Invisible",3.78133075777441
2.83141869895517,1.53501594715087,3.00669635226125,"Invisible",3.78133075777441
3.10798353788427,1.64607601472757,3.58473261175584,"Invisible",3.78133075777441
3.14330874657052,2.32768841351166,3.66199518640257,"Invisible",3.78133075777441
3.19328115529997,2.3484722871216,3.77261527012189,"Visible",3.78133075777441
2.94965018367427,1.58281216708695,3.24796330067776,"Invisible",3.78133075777441
3.16411739721043,2.33636027103109,3.70786968886278,"Visible",3.78133075777441
2.84604616602684,1.54095595892497,3.03607096949602,"Visible",3.78133075777441
2.96141645739169,2.25079070988955,3.27245229955572,"Invisible",3.78133075777441
